Key	Distrito	Municipio	Freguesia	Eleitores (Anterior)	Eleitores (Corrente)	Percentagem de Votantes (Anterior)	Percentagem de Votantes (Corrente)	Votos Nulos (Anterior)	Votos Nulos (Corrente)	Votos Brancos (Anterior)	Votos Brancos (Corrente)	A - Votos (Anterior)	A - Votos (Corrente)	A - Percentagem (Anterior)	A - Percentagem (Corrente)	ADN - Votos (Anterior)	ADN - Votos (Corrente)	ADN - Percentagem (Anterior)	ADN - Percentagem (Corrente)	B.E. - Votos (Anterior)	B.E. - Votos (Corrente)	B.E. - Percentagem (Anterior)	B.E. - Percentagem (Corrente)	CDS-PP - Votos (Anterior)	CDS-PP - Votos (Corrente)	CDS-PP - Percentagem (Anterior)	CDS-PP - Percentagem (Corrente)	CH - Votos (Anterior)	CH - Votos (Corrente)	CH - Percentagem (Anterior)	CH - Percentagem (Corrente)	E - Votos (Anterior)	E - Votos (Corrente)	E - Percentagem (Anterior)	E - Percentagem (Corrente)	IL - Votos (Anterior)	IL - Votos (Corrente)	IL - Percentagem (Anterior)	IL - Percentagem (Corrente)	L - Votos (Anterior)	L - Votos (Corrente)	L - Percentagem (Anterior)	L - Percentagem (Corrente)	MAS - Votos (Anterior)	MAS - Votos (Corrente)	MAS - Percentagem (Anterior)	MAS - Percentagem (Corrente)	MPT - Votos (Anterior)	MPT - Votos (Corrente)	MPT - Percentagem (Anterior)	MPT - Percentagem (Corrente)	NC - Votos (Anterior)	NC - Votos (Corrente)	NC - Percentagem (Anterior)	NC - Percentagem (Corrente)	ND - Votos (Anterior)	ND - Votos (Corrente)	ND - Percentagem (Anterior)	ND - Percentagem (Corrente)	PAN - Votos (Anterior)	PAN - Votos (Corrente)	PAN - Percentagem (Anterior)	PAN - Percentagem (Corrente)	PCP-PEV - Votos (Anterior)	PCP-PEV - Votos (Corrente)	PCP-PEV - Percentagem (Anterior)	PCP-PEV - Percentagem (Corrente)	PCTP/MRPP - Votos (Anterior)	PCTP/MRPP - Votos (Corrente)	PCTP/MRPP - Percentagem (Anterior)	PCTP/MRPP - Percentagem (Corrente)	PDR - Votos (Anterior)	PDR - Votos (Corrente)	PDR - Percentagem (Anterior)	PDR - Percentagem (Corrente)	PNR - Votos (Anterior)	PNR - Votos (Corrente)	PNR - Percentagem (Anterior)	PNR - Percentagem (Corrente)	PPD/PSD - Votos (Anterior)	PPD/PSD - Votos (Corrente)	PPD/PSD - Percentagem (Anterior)	PPD/PSD - Percentagem (Corrente)	PPD/PSD.CDS-PP.PPM - Votos (Anterior)	PPD/PSD.CDS-PP.PPM - Votos (Corrente)	PPD/PSD.CDS-PP.PPM - Percentagem (Anterior)	PPD/PSD.CDS-PP.PPM - Percentagem (Corrente)	PPM.PPV/CDC - Votos (Anterior)	PPM.PPV/CDC - Votos (Corrente)	PPM.PPV/CDC - Percentagem (Anterior)	PPM.PPV/CDC - Percentagem (Corrente)	PS - Votos (Anterior)	PS - Votos (Corrente)	PS - Percentagem (Anterior)	PS - Percentagem (Corrente)	PTP - Votos (Anterior)	PTP - Votos (Corrente)	PTP - Percentagem (Anterior)	PTP - Percentagem (Corrente)	PURP - Votos (Anterior)	PURP - Votos (Corrente)	PURP - Percentagem (Anterior)	PURP - Percentagem (Corrente)	R.I.R. - Votos (Anterior)	R.I.R. - Votos (Corrente)	R.I.R. - Percentagem (Anterior)	R.I.R. - Percentagem (Corrente)	VP - Votos (Anterior)	VP - Votos (Corrente)	VP - Percentagem (Anterior)	VP - Percentagem (Corrente)
LOCAL-060339	Coimbra	Coimbra	Souselas e Botão	4120	3982	0.3233	0.3900	32	7	77	19	13	0	0.0098	0.0000	0	19	0.0000	0.0122	148	52	0.1111	0.0335	30	0	0.0225	0.0000	0	128	0.0000	0.0824	0	2	0.0000	0.0013	6	99	0.0045	0.0637	15	50	0.0113	0.0322	0	1	0.0000	0.0006	0	0	0.0000	0.0000	10	3	0.0075	0.0019	0	4	0.0000	0.0026	36	11	0.0270	0.0071	101	62	0.0758	0.0399	13	0	0.0098	0.0000	4	0	0.0030	0.0000	10	0	0.0075	0.0000	248	0	0.1862	0.0000	0	395	0.0000	0.2543	14	0	0.0105	0.0000	565	697	0.4242	0.4488	4	1	0.0030	0.0006	6	0	0.0045	0.0000	0	0	0.0000	0.0000	0	3	0.0000	0.0019
LOCAL-060340	Coimbra	Coimbra	Taveiro, Ameal e Arzila	3692	3499	0.3646	0.4421	41	14	50	27	28	0	0.0208	0.0000	0	16	0.0000	0.0103	186	98	0.1382	0.0633	46	0	0.0342	0.0000	0	132	0.0000	0.0853	0	1	0.0000	0.0006	8	129	0.0059	0.0834	22	63	0.0163	0.0407	12	2	0.0089	0.0013	0	0	0.0000	0.0000	12	4	0.0089	0.0026	0	2	0.0000	0.0013	45	19	0.0334	0.0123	124	70	0.0921	0.0452	13	0	0.0097	0.0000	6	0	0.0045	0.0000	7	0	0.0052	0.0000	143	0	0.1062	0.0000	0	308	0.0000	0.1991	20	0	0.0149	0.0000	579	656	0.4302	0.4240	2	0	0.0015	0.0000	2	0	0.0015	0.0000	0	2	0.0000	0.0013	0	4	0.0000	0.0026
LOCAL-060341	Coimbra	Coimbra	Trouxemil e Torre de Vilela	3319	3238	0.3272	0.4129	22	13	54	19	9	0	0.0083	0.0000	0	13	0.0000	0.0097	130	58	0.1197	0.0434	33	0	0.0304	0.0000	0	103	0.0000	0.0770	0	1	0.0000	0.0007	3	105	0.0028	0.0785	24	53	0.0221	0.0396	6	1	0.0055	0.0007	0	1	0.0000	0.0007	9	0	0.0083	0.0000	0	0	0.0000	0.0000	32	9	0.0295	0.0067	79	59	0.0727	0.0441	6	0	0.0055	0.0000	2	0	0.0018	0.0000	7	0	0.0064	0.0000	175	0	0.1611	0.0000	0	378	0.0000	0.2827	11	0	0.0101	0.0000	478	511	0.4401	0.3822	2	3	0.0018	0.0022	4	0	0.0037	0.0000	0	1	0.0000	0.0007	0	9	0.0000	0.0067
LOCAL-060401	Coimbra	Condeixa-a-Nova	Anobra	1076	1091	0.3550	0.3511	8	1	28	6	7	0	0.0183	0.0000	0	5	0.0000	0.0131	51	19	0.1335	0.0496	6	0	0.0157	0.0000	0	34	0.0000	0.0888	0	1	0.0000	0.0026	1	31	0.0026	0.0809	6	16	0.0157	0.0418	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0026	0.0000	0	0	0.0000	0.0000	12	4	0.0314	0.0104	25	11	0.0654	0.0287	4	0	0.0105	0.0000	3	0	0.0079	0.0000	2	0	0.0052	0.0000	27	0	0.0707	0.0000	0	62	0.0000	0.1619	5	0	0.0131	0.0000	195	192	0.5105	0.5013	0	0	0.0000	0.0000	1	0	0.0026	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0026
LOCAL-060406	Coimbra	Condeixa-a-Nova	Ega	2330	2321	0.3773	0.4416	28	7	52	16	13	0	0.0148	0.0000	0	22	0.0000	0.0215	157	39	0.1786	0.0380	26	0	0.0296	0.0000	0	79	0.0000	0.0771	0	2	0.0000	0.0020	3	73	0.0034	0.0712	13	30	0.0148	0.0293	2	3	0.0023	0.0029	0	2	0.0000	0.0020	11	1	0.0125	0.0010	0	2	0.0000	0.0020	21	11	0.0239	0.0107	34	31	0.0387	0.0302	1	0	0.0011	0.0000	10	0	0.0114	0.0000	2	0	0.0023	0.0000	178	0	0.2025	0.0000	0	277	0.0000	0.2702	5	0	0.0057	0.0000	320	426	0.3641	0.4156	1	0	0.0011	0.0000	2	0	0.0023	0.0000	0	0	0.0000	0.0000	0	4	0.0000	0.0039
LOCAL-060407	Coimbra	Condeixa-a-Nova	Furadouro	174	168	0.3046	0.4405	1	1	3	1	0	0	0.0000	0.0000	0	0	0.0000	0.0000	9	9	0.1698	0.1216	1	0	0.0189	0.0000	0	9	0.0000	0.1216	0	0	0.0000	0.0000	0	10	0.0000	0.1351	1	2	0.0189	0.0270	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0189	0.0000	0	1	0.0000	0.0135	1	0	0.0189	0.0000	0	1	0.0000	0.0135	1	0	0.0189	0.0000	0	0	0.0000	0.0000	1	0	0.0189	0.0000	16	0	0.3019	0.0000	0	19	0.0000	0.2568	2	0	0.0377	0.0000	16	21	0.3019	0.2838	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-060410	Coimbra	Condeixa-a-Nova	Zambujal	342	331	0.3363	0.4713	5	0	9	5	2	0	0.0174	0.0000	0	1	0.0000	0.0064	22	7	0.1913	0.0449	5	0	0.0435	0.0000	0	17	0.0000	0.1090	0	0	0.0000	0.0000	0	8	0.0000	0.0513	1	1	0.0087	0.0064	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	1	0.0261	0.0064	9	8	0.0783	0.0513	1	0	0.0087	0.0000	0	0	0.0000	0.0000	1	0	0.0087	0.0000	22	0	0.1913	0.0000	0	40	0.0000	0.2564	0	0	0.0000	0.0000	35	67	0.3043	0.4295	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0064	0	0	0.0000	0.0000
LOCAL-060411	Coimbra	Condeixa-a-Nova	Condeixa-a-Velha e Condeixa-a-Nova	7121	7407	0.3452	0.4033	66	14	171	50	49	0	0.0199	0.0000	0	35	0.0000	0.0117	582	176	0.2368	0.0589	136	0	0.0553	0.0000	0	245	0.0000	0.0820	0	12	0.0000	0.0040	24	222	0.0098	0.0743	46	111	0.0187	0.0372	5	2	0.0020	0.0007	0	3	0.0000	0.0010	37	4	0.0151	0.0013	0	2	0.0000	0.0007	110	34	0.0448	0.0114	128	101	0.0521	0.0338	15	0	0.0061	0.0000	11	0	0.0045	0.0000	21	0	0.0085	0.0000	356	0	0.1448	0.0000	0	835	0.0000	0.2795	31	0	0.0126	0.0000	660	1128	0.2685	0.3776	2	4	0.0008	0.0013	8	0	0.0033	0.0000	0	2	0.0000	0.0007	0	7	0.0000	0.0023
LOCAL-060412	Coimbra	Condeixa-a-Nova	Sebal e Belide	2480	2486	0.3714	0.4497	29	13	62	30	15	0	0.0163	0.0000	0	16	0.0000	0.0143	165	48	0.1792	0.0429	36	0	0.0391	0.0000	0	82	0.0000	0.0733	0	3	0.0000	0.0027	3	120	0.0033	0.1073	20	35	0.0217	0.0313	3	0	0.0033	0.0000	0	0	0.0000	0.0000	20	0	0.0217	0.0000	0	1	0.0000	0.0009	30	14	0.0326	0.0125	62	42	0.0673	0.0376	6	0	0.0065	0.0000	4	0	0.0043	0.0000	1	0	0.0011	0.0000	128	0	0.1390	0.0000	0	263	0.0000	0.2352	17	0	0.0185	0.0000	316	446	0.3431	0.3989	2	1	0.0022	0.0009	2	0	0.0022	0.0000	0	2	0.0000	0.0018	0	2	0.0000	0.0018
LOCAL-060413	Coimbra	Condeixa-a-Nova	Vila Seca e Bem da Fé	842	834	0.4691	0.4880	3	3	13	3	3	0	0.0076	0.0000	0	1	0.0000	0.0025	181	29	0.4582	0.0713	16	0	0.0405	0.0000	0	28	0.0000	0.0688	0	0	0.0000	0.0000	3	14	0.0076	0.0344	4	11	0.0101	0.0270	0	1	0.0000	0.0025	0	1	0.0000	0.0025	0	0	0.0000	0.0000	0	1	0.0000	0.0025	7	3	0.0177	0.0074	16	16	0.0405	0.0393	2	0	0.0051	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	60	0	0.1519	0.0000	0	115	0.0000	0.2826	3	0	0.0076	0.0000	83	178	0.2101	0.4373	0	0	0.0000	0.0000	1	0	0.0025	0.0000	0	1	0.0000	0.0025	0	2	0.0000	0.0049
LOCAL-060502	Coimbra	Figueira da Foz	Alqueidão	1433	1384	0.3259	0.3880	28	9	27	4	14	0	0.0300	0.0000	0	9	0.0000	0.0168	41	28	0.0878	0.0521	17	0	0.0364	0.0000	0	54	0.0000	0.1006	0	2	0.0000	0.0037	2	34	0.0043	0.0633	3	10	0.0064	0.0186	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	0	0.0043	0.0000	0	1	0.0000	0.0019	13	3	0.0278	0.0056	27	8	0.0578	0.0149	2	0	0.0043	0.0000	2	0	0.0043	0.0000	3	0	0.0064	0.0000	88	0	0.1884	0.0000	0	171	0.0000	0.3184	4	0	0.0086	0.0000	192	198	0.4111	0.3687	1	1	0.0021	0.0019	1	0	0.0021	0.0000	0	1	0.0000	0.0019	0	4	0.0000	0.0074
LOCAL-060507	Coimbra	Figueira da Foz	Maiorca	2246	2137	0.3112	0.4123	16	6	25	17	17	0	0.0243	0.0000	0	10	0.0000	0.0114	77	26	0.1102	0.0295	28	0	0.0401	0.0000	0	110	0.0000	0.1249	0	3	0.0000	0.0034	2	58	0.0029	0.0658	5	27	0.0072	0.0306	0	0	0.0000	0.0000	0	0	0.0000	0.0000	6	1	0.0086	0.0011	0	2	0.0000	0.0023	20	7	0.0286	0.0079	36	29	0.0515	0.0329	9	0	0.0129	0.0000	8	0	0.0114	0.0000	2	0	0.0029	0.0000	80	0	0.1144	0.0000	0	186	0.0000	0.2111	3	0	0.0043	0.0000	362	390	0.5179	0.4427	1	1	0.0014	0.0011	2	0	0.0029	0.0000	0	3	0.0000	0.0034	0	5	0.0000	0.0057
LOCAL-060508	Coimbra	Figueira da Foz	Marinha das Ondas	2588	2608	0.2778	0.3850	20	16	60	20	24	0	0.0334	0.0000	0	11	0.0000	0.0110	70	42	0.0974	0.0418	11	0	0.0153	0.0000	0	82	0.0000	0.0817	0	4	0.0000	0.0040	8	62	0.0111	0.0618	11	24	0.0153	0.0239	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	2	0.0028	0.0020	0	1	0.0000	0.0010	32	5	0.0445	0.0050	20	15	0.0278	0.0149	6	0	0.0083	0.0000	4	0	0.0056	0.0000	4	0	0.0056	0.0000	149	0	0.2072	0.0000	0	358	0.0000	0.3566	8	0	0.0111	0.0000	285	358	0.3964	0.3566	0	1	0.0000	0.0010	5	0	0.0070	0.0000	0	3	0.0000	0.0030	0	0	0.0000	0.0000
LOCAL-060512	Coimbra	Figueira da Foz	Tavarede	8696	8935	0.3479	0.4346	73	30	202	66	142	0	0.0469	0.0000	0	46	0.0000	0.0118	475	208	0.1570	0.0536	115	0	0.0380	0.0000	0	333	0.0000	0.0858	0	4	0.0000	0.0010	13	360	0.0043	0.0927	60	159	0.0198	0.0409	7	6	0.0023	0.0015	0	3	0.0000	0.0008	48	6	0.0159	0.0015	0	4	0.0000	0.0010	174	45	0.0575	0.0116	208	158	0.0688	0.0407	19	0	0.0063	0.0000	14	0	0.0046	0.0000	17	0	0.0056	0.0000	469	0	0.1550	0.0000	0	1155	0.0000	0.2975	37	0	0.0122	0.0000	933	1277	0.3084	0.3289	7	1	0.0023	0.0003	12	0	0.0040	0.0000	0	11	0.0000	0.0028	0	11	0.0000	0.0028
LOCAL-060513	Coimbra	Figueira da Foz	Vila Verde	2490	2509	0.3373	0.3699	20	6	44	17	31	0	0.0369	0.0000	0	16	0.0000	0.0172	97	42	0.1155	0.0453	25	0	0.0298	0.0000	0	91	0.0000	0.0981	0	2	0.0000	0.0022	0	52	0.0000	0.0560	7	32	0.0083	0.0345	1	6	0.0012	0.0065	0	1	0.0000	0.0011	10	1	0.0119	0.0011	0	1	0.0000	0.0011	28	8	0.0333	0.0086	132	76	0.1571	0.0819	12	0	0.0143	0.0000	2	0	0.0024	0.0000	1	0	0.0012	0.0000	76	0	0.0905	0.0000	0	185	0.0000	0.1994	9	0	0.0107	0.0000	338	391	0.4024	0.4213	1	0	0.0012	0.0000	6	0	0.0071	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0011
LOCAL-060514	Coimbra	Figueira da Foz	São Pedro	2647	2556	0.2425	0.3650	11	5	35	13	36	0	0.0561	0.0000	0	19	0.0000	0.0204	84	47	0.1308	0.0504	14	0	0.0218	0.0000	0	122	0.0000	0.1308	0	1	0.0000	0.0011	1	55	0.0016	0.0589	6	24	0.0093	0.0257	2	1	0.0031	0.0011	0	1	0.0000	0.0011	5	2	0.0078	0.0021	0	0	0.0000	0.0000	39	5	0.0607	0.0054	36	33	0.0561	0.0354	11	0	0.0171	0.0000	5	0	0.0078	0.0000	2	0	0.0031	0.0000	72	0	0.1121	0.0000	0	238	0.0000	0.2551	4	0	0.0062	0.0000	275	362	0.4283	0.3880	1	2	0.0016	0.0021	3	0	0.0047	0.0000	0	2	0.0000	0.0021	0	1	0.0000	0.0011
LOCAL-060515	Coimbra	Figueira da Foz	Bom Sucesso	1929	1729	0.2068	0.3054	19	4	18	12	9	0	0.0226	0.0000	0	10	0.0000	0.0189	29	15	0.0727	0.0284	10	0	0.0251	0.0000	0	92	0.0000	0.1742	0	1	0.0000	0.0019	3	42	0.0075	0.0795	4	7	0.0100	0.0133	1	1	0.0025	0.0019	0	1	0.0000	0.0019	3	0	0.0075	0.0000	0	2	0.0000	0.0038	7	2	0.0175	0.0038	10	9	0.0251	0.0170	5	0	0.0125	0.0000	1	0	0.0025	0.0000	2	0	0.0050	0.0000	97	0	0.2431	0.0000	0	138	0.0000	0.2614	3	0	0.0075	0.0000	175	184	0.4386	0.3485	1	0	0.0025	0.0000	2	0	0.0050	0.0000	0	2	0.0000	0.0038	0	6	0.0000	0.0114
LOCAL-060518	Coimbra	Figueira da Foz	Moinhos da Gândara	1124	1023	0.2678	0.3597	6	2	32	8	6	0	0.0199	0.0000	0	9	0.0000	0.0245	25	14	0.0831	0.0380	8	0	0.0266	0.0000	0	24	0.0000	0.0652	0	0	0.0000	0.0000	1	31	0.0033	0.0842	5	15	0.0166	0.0408	1	0	0.0033	0.0000	0	0	0.0000	0.0000	4	0	0.0133	0.0000	0	0	0.0000	0.0000	9	2	0.0299	0.0054	12	4	0.0399	0.0109	1	0	0.0033	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	76	0	0.2525	0.0000	0	131	0.0000	0.3560	1	0	0.0033	0.0000	114	127	0.3787	0.3451	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0027	0	0	0.0000	0.0000
LOCAL-060519	Coimbra	Figueira da Foz	Alhadas	3943	3813	0.3102	0.3926	28	12	70	25	59	0	0.0482	0.0000	0	23	0.0000	0.0154	138	68	0.1128	0.0454	31	0	0.0253	0.0000	0	132	0.0000	0.0882	0	2	0.0000	0.0013	5	90	0.0041	0.0601	22	42	0.0180	0.0281	2	1	0.0016	0.0007	0	0	0.0000	0.0000	5	3	0.0041	0.0020	0	2	0.0000	0.0013	55	20	0.0450	0.0134	71	47	0.0581	0.0314	12	0	0.0098	0.0000	9	0	0.0074	0.0000	6	0	0.0049	0.0000	162	0	0.1325	0.0000	0	372	0.0000	0.2485	13	0	0.0106	0.0000	523	649	0.4276	0.4335	1	0	0.0008	0.0000	11	0	0.0090	0.0000	0	7	0.0000	0.0047	0	2	0.0000	0.0013
LOCAL-060520	Coimbra	Figueira da Foz	Buarcos e São Julião	17658	17430	0.3387	0.5021	132	52	259	115	342	0	0.0572	0.0000	0	116	0.0000	0.0133	799	419	0.1336	0.0479	263	0	0.0440	0.0000	0	711	0.0000	0.0812	0	11	0.0000	0.0013	41	747	0.0069	0.0854	112	359	0.0187	0.0410	12	10	0.0020	0.0011	0	9	0.0000	0.0010	92	5	0.0154	0.0006	0	15	0.0000	0.0017	298	107	0.0498	0.0122	407	328	0.0680	0.0375	43	0	0.0072	0.0000	25	0	0.0042	0.0000	42	0	0.0070	0.0000	1047	0	0.1751	0.0000	0	2766	0.0000	0.3161	62	0	0.0104	0.0000	1966	2949	0.3287	0.3370	8	5	0.0013	0.0006	31	0	0.0052	0.0000	0	10	0.0000	0.0011	0	17	0.0000	0.0019
LOCAL-060521	Coimbra	Figueira da Foz	Ferreira-a-Nova	2141	2005	0.3078	0.4125	16	6	41	6	26	0	0.0395	0.0000	0	19	0.0000	0.0230	51	18	0.0774	0.0218	15	0	0.0228	0.0000	0	97	0.0000	0.1173	0	1	0.0000	0.0012	4	62	0.0061	0.0750	8	21	0.0121	0.0254	2	0	0.0030	0.0000	0	1	0.0000	0.0012	8	0	0.0121	0.0000	0	0	0.0000	0.0000	12	2	0.0182	0.0024	18	12	0.0273	0.0145	3	0	0.0046	0.0000	1	0	0.0015	0.0000	4	0	0.0061	0.0000	145	0	0.2200	0.0000	0	285	0.0000	0.3446	8	0	0.0121	0.0000	292	293	0.4431	0.3543	2	0	0.0030	0.0000	3	0	0.0046	0.0000	0	2	0.0000	0.0024	0	2	0.0000	0.0024
LOCAL-060522	Coimbra	Figueira da Foz	Lavos	3342	3195	0.3130	0.4247	27	9	69	22	51	0	0.0488	0.0000	0	24	0.0000	0.0177	113	48	0.1080	0.0354	39	0	0.0373	0.0000	0	129	0.0000	0.0951	0	1	0.0000	0.0007	8	99	0.0076	0.0730	15	45	0.0143	0.0332	2	4	0.0019	0.0029	0	2	0.0000	0.0015	21	0	0.0201	0.0000	0	2	0.0000	0.0015	51	15	0.0488	0.0111	64	49	0.0612	0.0361	12	0	0.0115	0.0000	2	0	0.0019	0.0000	3	0	0.0029	0.0000	174	0	0.1663	0.0000	0	414	0.0000	0.3051	9	0	0.0086	0.0000	376	489	0.3595	0.3604	2	1	0.0019	0.0007	8	0	0.0076	0.0000	0	4	0.0000	0.0029	0	0	0.0000	0.0000
LOCAL-060523	Coimbra	Figueira da Foz	Paião	2588	2495	0.3470	0.4228	28	10	51	15	36	0	0.0401	0.0000	0	15	0.0000	0.0142	89	39	0.0991	0.0370	24	0	0.0267	0.0000	0	69	0.0000	0.0654	0	0	0.0000	0.0000	21	82	0.0234	0.0777	7	31	0.0078	0.0294	3	1	0.0033	0.0009	0	2	0.0000	0.0019	10	0	0.0111	0.0000	0	1	0.0000	0.0009	30	6	0.0334	0.0057	19	12	0.0212	0.0114	5	0	0.0056	0.0000	2	0	0.0022	0.0000	4	0	0.0045	0.0000	206	0	0.2294	0.0000	0	409	0.0000	0.3877	15	0	0.0167	0.0000	343	359	0.3820	0.3403	1	0	0.0011	0.0000	4	0	0.0045	0.0000	0	1	0.0000	0.0009	0	3	0.0000	0.0028
LOCAL-060524	Coimbra	Figueira da Foz	Quiaios	2732	2676	0.2851	0.4877	26	17	66	32	22	0	0.0282	0.0000	0	25	0.0000	0.0192	90	45	0.1155	0.0345	9	0	0.0116	0.0000	0	118	0.0000	0.0904	0	4	0.0000	0.0031	2	100	0.0026	0.0766	7	40	0.0090	0.0307	0	3	0.0000	0.0023	0	0	0.0000	0.0000	6	1	0.0077	0.0008	0	1	0.0000	0.0008	53	9	0.0680	0.0069	36	49	0.0462	0.0375	3	0	0.0039	0.0000	3	0	0.0039	0.0000	4	0	0.0051	0.0000	122	0	0.1566	0.0000	0	387	0.0000	0.2966	10	0	0.0128	0.0000	317	465	0.4069	0.3563	0	3	0.0000	0.0023	3	0	0.0039	0.0000	0	4	0.0000	0.0031	0	2	0.0000	0.0015
LOCAL-060601	Coimbra	Góis	Alvares	620	591	0.3774	0.9966	11	2	5	6	4	0	0.0171	0.0000	0	15	0.0000	0.0255	6	13	0.0256	0.0221	8	0	0.0342	0.0000	0	50	0.0000	0.0849	0	4	0.0000	0.0068	1	46	0.0043	0.0781	2	15	0.0085	0.0255	0	1	0.0000	0.0017	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	5	4	0.0214	0.0068	5	16	0.0214	0.0272	2	0	0.0085	0.0000	1	0	0.0043	0.0000	0	0	0.0000	0.0000	93	0	0.3974	0.0000	0	215	0.0000	0.3650	3	0	0.0128	0.0000	85	202	0.3632	0.3430	2	0	0.0085	0.0000	1	0	0.0043	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-060604	Coimbra	Góis	Góis	1800	1713	0.3900	0.6457	28	20	30	16	5	0	0.0071	0.0000	0	8	0.0000	0.0072	63	47	0.0897	0.0425	18	0	0.0256	0.0000	0	92	0.0000	0.0832	0	0	0.0000	0.0000	4	63	0.0057	0.0570	7	30	0.0100	0.0271	0	1	0.0000	0.0009	0	2	0.0000	0.0018	8	1	0.0114	0.0009	0	4	0.0000	0.0036	26	11	0.0370	0.0099	16	27	0.0228	0.0244	5	0	0.0071	0.0000	2	0	0.0028	0.0000	6	0	0.0085	0.0000	168	0	0.2393	0.0000	0	324	0.0000	0.2929	3	0	0.0043	0.0000	311	453	0.4430	0.4096	1	0	0.0014	0.0000	1	0	0.0014	0.0000	0	2	0.0000	0.0018	0	5	0.0000	0.0045
LOCAL-060605	Coimbra	Góis	Vila Nova do Ceira	813	814	0.3641	0.4963	12	5	13	0	2	0	0.0068	0.0000	0	4	0.0000	0.0099	25	15	0.0845	0.0371	9	0	0.0304	0.0000	0	30	0.0000	0.0743	0	1	0.0000	0.0025	0	16	0.0000	0.0396	1	11	0.0034	0.0272	2	2	0.0068	0.0050	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0025	11	5	0.0372	0.0124	5	8	0.0169	0.0198	1	0	0.0034	0.0000	3	0	0.0101	0.0000	0	0	0.0000	0.0000	77	0	0.2601	0.0000	0	125	0.0000	0.3094	5	0	0.0169	0.0000	129	180	0.4358	0.4455	1	0	0.0034	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0025	0	0	0.0000	0.0000
LOCAL-060606	Coimbra	Góis	Cadafaz e Colmeal	298	280	0.3289	1.1071	2	2	4	4	0	0	0.0000	0.0000	0	4	0.0000	0.0129	12	14	0.1224	0.0452	2	0	0.0204	0.0000	0	36	0.0000	0.1161	0	2	0.0000	0.0065	1	20	0.0102	0.0645	1	10	0.0102	0.0323	1	0	0.0102	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	4	4	0.0408	0.0129	2	11	0.0204	0.0355	1	0	0.0102	0.0000	1	0	0.0102	0.0000	0	0	0.0000	0.0000	20	0	0.2041	0.0000	0	90	0.0000	0.2903	0	0	0.0000	0.0000	47	113	0.4796	0.3645	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000
LOCAL-060704	Coimbra	Lousã	Serpins	1442	1506	0.3343	0.4814	19	11	24	12	16	0	0.0332	0.0000	0	10	0.0000	0.0138	52	38	0.1079	0.0524	13	0	0.0270	0.0000	0	52	0.0000	0.0717	0	1	0.0000	0.0014	3	50	0.0062	0.0690	5	24	0.0104	0.0331	1	1	0.0021	0.0014	0	1	0.0000	0.0014	7	0	0.0145	0.0000	0	0	0.0000	0.0000	23	6	0.0477	0.0083	18	32	0.0373	0.0441	3	0	0.0062	0.0000	0	0	0.0000	0.0000	2	0	0.0041	0.0000	94	0	0.1950	0.0000	0	197	0.0000	0.2717	4	0	0.0083	0.0000	197	284	0.4087	0.3917	1	0	0.0021	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0014	0	5	0.0000	0.0069
LOCAL-060706	Coimbra	Lousã	Gândaras	1106	1082	0.3074	0.4150	16	3	26	14	1	0	0.0029	0.0000	0	3	0.0000	0.0067	22	18	0.0647	0.0401	2	0	0.0059	0.0000	0	46	0.0000	0.1024	0	0	0.0000	0.0000	1	21	0.0029	0.0468	7	12	0.0206	0.0267	0	0	0.0000	0.0000	0	1	0.0000	0.0022	1	0	0.0029	0.0000	0	1	0.0000	0.0022	15	3	0.0441	0.0067	10	8	0.0294	0.0178	1	0	0.0029	0.0000	1	0	0.0029	0.0000	3	0	0.0088	0.0000	54	0	0.1588	0.0000	0	106	0.0000	0.2361	1	0	0.0029	0.0000	179	212	0.5265	0.4722	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0022	0	0	0.0000	0.0000
