Key	Distrito	Municipio	Freguesia	Eleitores (2022)	Eleitores (2024)	Percentagem de Votantes (2022)	Percentagem de Votantes (2024)	Votos Nulos (2022)	Votos Nulos (2024)	Votos Brancos (2022)	Votos Brancos (2024)	A - Percentagem (2022)	A - Percentagem (2024)	A - Votos (2022)	A - Votos (2024)	ADN - Percentagem (2022)	ADN - Percentagem (2024)	ADN - Votos (2022)	ADN - Votos (2024)	B.E. - Percentagem (2022)	B.E. - Percentagem (2024)	B.E. - Votos (2022)	B.E. - Votos (2024)	CDS-PP - Percentagem (2022)	CDS-PP - Percentagem (2024)	CDS-PP - Votos (2022)	CDS-PP - Votos (2024)	CH - Percentagem (2022)	CH - Percentagem (2024)	CH - Votos (2022)	CH - Votos (2024)	E - Percentagem (2022)	E - Percentagem (2024)	E - Votos (2022)	E - Votos (2024)	IL - Percentagem (2022)	IL - Percentagem (2024)	IL - Votos (2022)	IL - Votos (2024)	JPP - Percentagem (2022)	JPP - Percentagem (2024)	JPP - Votos (2022)	JPP - Votos (2024)	L - Percentagem (2022)	L - Percentagem (2024)	L - Votos (2022)	L - Votos (2024)	MAS - Percentagem (2022)	MAS - Percentagem (2024)	MAS - Votos (2022)	MAS - Votos (2024)	MPT - Percentagem (2022)	MPT - Percentagem (2024)	MPT - Votos (2022)	MPT - Votos (2024)	MPT.A - Percentagem (2022)	MPT.A - Percentagem (2024)	MPT.A - Votos (2022)	MPT.A - Votos (2024)	NC - Percentagem (2022)	NC - Percentagem (2024)	NC - Votos (2022)	NC - Votos (2024)	ND - Percentagem (2022)	ND - Percentagem (2024)	ND - Votos (2022)	ND - Votos (2024)	PAN - Percentagem (2022)	PAN - Percentagem (2024)	PAN - Votos (2022)	PAN - Votos (2024)	PCP-PEV - Percentagem (2022)	PCP-PEV - Percentagem (2024)	PCP-PEV - Votos (2022)	PCP-PEV - Votos (2024)	PCTP/MRPP - Percentagem (2022)	PCTP/MRPP - Percentagem (2024)	PCTP/MRPP - Votos (2022)	PCTP/MRPP - Votos (2024)	PPD/PSD - Percentagem (2022)	PPD/PSD - Percentagem (2024)	PPD/PSD - Votos (2022)	PPD/PSD - Votos (2024)	PPD/PSD.CDS-PP - Percentagem (2022)	PPD/PSD.CDS-PP - Percentagem (2024)	PPD/PSD.CDS-PP - Votos (2022)	PPD/PSD.CDS-PP - Votos (2024)	PPD/PSD.CDS-PP.PPM - Percentagem (2022)	PPD/PSD.CDS-PP.PPM - Percentagem (2024)	PPD/PSD.CDS-PP.PPM - Votos (2022)	PPD/PSD.CDS-PP.PPM - Votos (2024)	PPM - Percentagem (2022)	PPM - Percentagem (2024)	PPM - Votos (2022)	PPM - Votos (2024)	PS - Percentagem (2022)	PS - Percentagem (2024)	PS - Votos (2022)	PS - Votos (2024)	PTP - Percentagem (2022)	PTP - Percentagem (2024)	PTP - Votos (2022)	PTP - Votos (2024)	R.I.R. - Percentagem (2022)	R.I.R. - Percentagem (2024)	R.I.R. - Votos (2022)	R.I.R. - Votos (2024)	VP - Percentagem (2022)	VP - Percentagem (2024)	VP - Votos (2022)	VP - Votos (2024)
LOCAL-450200	Açores	Velas	*	4974	4992	0.4021	0.504	25	19	43	67	0	0	0	0	0.0105	0.0115	21	29	0.0285	0.0246	57	62	0	0	0	0	0.044	0.1006	88	253	0.001	0.0016	2	4	0.032	0.0171	64	43	0	0.0008	0	2	0.007	0.0111	14	28	0	0	0	0	0.0025	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.0083	20	21	0.0225	0.0195	45	49	0.003	0	6	0	0	0	0	0	0	0	0	0	0.3895	0.4889	779	1230	0	0	0	0	0.413	0.279	826	702	0	0	0	0	0.0015	0.002	3	5	0.001	0.0008	2	2
LOCAL-430200	Açores	Vila da Praia da Vitória	*	19402	19657	0.3906	0.4591	68	73	188	277	0	0	0	0	0.0051	0.0089	39	80	0.0285	0.0247	216	223	0	0	0	0	0.0554	0.1395	420	1259	0.0004	0.0004	3	4	0.0377	0.0285	286	257	0	0.0012	0	11	0.0067	0.0133	51	120	0.0011	0	8	0	0.0012	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0098	0.0083	74	75	0.0099	0.0086	75	78	0.0038	0	29	0	0	0	0	0	0	0	0	0	0.3777	0.4129	2862	3726	0	0	0	0	0.4264	0.3136	3231	2830	0	0	0	0	0.0017	0.0006	13	5	0.0008	0.0007	6	6
LOCAL-410100	Açores	Vila do Porto	*	5351	5203	0.3543	0.4288	19	20	67	94	0	0	0	0	0.0079	0.0072	15	16	0.0501	0.0524	95	117	0	0	0	0	0.0469	0.1255	89	280	0.0005	0.0018	1	4	0.0327	0.0291	62	65	0	0.0004	0	1	0.0084	0.0238	16	53	0.0016	0	3	0	0.0016	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.0099	19	22	0.02	0.0134	38	30	0.0058	0	11	0	0	0	0	0	0	0	0	0	0.2389	0.346	453	772	0	0	0	0	0.5264	0.3371	998	752	0	0	0	0	0.0037	0.0013	7	3	0	0.0009	0	2
LOCAL-420600	Açores	Vila Franca do Campo	*	10430	10531	0.3096	0.4058	44	50	64	63	0	0	0	0	0.0034	0.0084	11	36	0.0257	0.0255	83	109	0	0	0	0	0.0722	0.2389	233	1021	0.0003	0.0007	1	3	0.0238	0.0197	77	84	0	0.0016	0	7	0.0071	0.0119	23	51	0.0006	0	2	0	0.0012	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158	0.019	51	81	0.0093	0.0058	30	25	0.0025	0	8	0	0	0	0	0	0	0	0	0	0.3376	0.368	1090	1573	0	0	0	0	0.4648	0.2716	1501	1161	0	0	0	0	0.0019	0.0019	6	8	0.0003	0.0005	1	2
LOCAL-010100	Aveiro	Águeda	*	42250	41936	0.5515	0.6509	206	297	349	509	0	0	0	0	0.0018	0.0161	42	440	0.0401	0.0335	934	915	0.0249	0	581	0	0.0685	0.1936	1595	5285	0.0008	0.0006	19	17	0.0401	0.0457	935	1247	0.0006	0	13	0	0.0055	0.0162	129	441	0.001	0	24	0	0.0011	0	26	0	0	0.0004	0	11	0	0	0	0	0	0.0024	0	65	0.0089	0.0118	207	322	0.017	0.0131	395	358	0.0039	0.0027	91	75	0.363	0	8458	0	0	0	0	0	0	0.3527	0	9627	0	0	0	0	0.3942	0.2773	9186	7570	0	0	0	0	0.0037	0.0031	87	85	0.001	0.0012	23	33
LOCAL-010200	Aveiro	Albergaria-a-Velha	*	22424	22449	0.55	0.6487	112	175	162	249	0	0	0	0	0.0018	0.0188	22	274	0.0392	0.0319	483	465	0.0593	0	731	0	0.0748	0.2141	922	3117	0.0004	0.0005	5	8	0.0383	0.0409	472	595	0.0003	0	4	0	0.0069	0.0198	85	288	0.0009	0	11	0	0.0012	0	15	0	0	0.0005	0	8	0	0	0	0	0	0.0018	0	26	0.0122	0.0152	151	222	0.0149	0.0102	184	149	0.0026	0.0029	32	42	0.3428	0	4228	0	0	0	0	0	0	0.3731	0	5433	0	0	0	0	0.3766	0.2344	4645	3414	0	0	0	0	0.0049	0.0053	60	77	0.0008	0.0014	10	20
LOCAL-010300	Aveiro	Anadia	*	26046	25583	0.54	0.6301	125	154	237	365	0	0	0	0	0.0018	0.0169	26	272	0.0384	0.0316	540	510	0.0273	0	384	0	0.0673	0.1772	946	2857	0.0004	0.0007	5	11	0.0465	0.0447	654	721	0.0009	0	12	0	0.0068	0.0187	96	301	0.0008	0	11	0	0.0014	0	20	0	0	0.0005	0	8	0	0	0	0	0	0.0035	0	56	0.0119	0.0153	167	246	0.014	0.0128	197	207	0.0043	0.0025	60	40	0.4147	0	5833	0	0	0	0	0	0	0.4097	0	6604	0	0	0	0	0.3325	0.2272	4676	3663	0	0	0	0	0.0043	0.0048	61	78	0.001	0.0017	14	27
LOCAL-010400	Aveiro	Arouca	*	19745	19670	0.6088	0.6826	130	116	157	246	0	0	0	0	0.0011	0.0165	13	222	0.0265	0.0232	319	312	0.0293	0	352	0	0.0476	0.1638	572	2200	0.0009	0.0009	11	12	0.0263	0.0325	316	436	0.0002	0	3	0	0.0045	0.0132	54	177	0.001	0	12	0	0.0007	0	8	0	0	0.0005	0	7	0	0	0	0	0	0.0039	0	52	0.0066	0.0118	79	159	0.0105	0.0097	126	130	0.0038	0.0028	46	37	0.4426	0	5320	0	0	0	0	0	0	0.4408	0	5919	0	0	0	0	0.3657	0.2452	4396	3292	0	0	0	0	0.0082	0.0069	99	93	0.0007	0.0013	8	17
LOCAL-010500	Aveiro	Aveiro	*	70479	70221	0.5808	0.6727	321	445	585	864	0	0	0	0	0.0019	0.0111	79	524	0.0603	0.0517	2468	2442	0.024	0	981	0	0.0652	0.1632	2669	7711	0.0008	0.0007	32	33	0.0633	0.0644	2591	3041	0.0006	0	24	0	0.0141	0.037	577	1747	0.0012	0	49	0	0.0012	0	49	0	0	0.0003	0	14	0	0	0	0	0	0.0019	0	92	0.0178	0.0197	727	930	0.0208	0.0147	852	696	0.0032	0.0023	132	107	0.3364	0	13771	0	0	0	0	0	0	0.3494	0	16506	0	0	0	0	0.3626	0.2519	14841	11901	0	0	0	0	0.0034	0.0026	141	122	0.0011	0.0013	46	62
LOCAL-010600	Aveiro	Castelo de Paiva	*	14022	14016	0.576	0.6775	88	141	71	131	0	0	0	0	0.0017	0.0114	14	108	0.0263	0.0265	212	252	0.0106	0	86	0	0.0338	0.1408	273	1337	0.0001	0.0005	1	5	0.0259	0.0277	209	263	0.0004	0	3	0	0.0045	0.0131	36	124	0.0004	0	3	0	0.001	0	8	0	0	0.0005	0	5	0	0	0	0	0	0.0027	0	26	0.008	0.0118	65	112	0.0124	0.0083	100	79	0.0037	0.0021	30	20	0.3683	0	2974	0	0	0	0	0	0	0.3663	0	3478	0	0	0	0	0.4625	0.3448	3735	3274	0	0	0	0	0.0197	0.014	159	133	0.0011	0.0008	9	8
LOCAL-010700	Aveiro	Espinho	*	29662	29326	0.6138	0.6941	150	213	188	276	0	0	0	0	0.0018	0.0132	32	268	0.0451	0.0389	822	792	0.0168	0	306	0	0.0402	0.1274	731	2593	0.0003	0.0013	6	26	0.0434	0.0505	791	1028	0.0005	0	10	0	0.0086	0.0239	157	486	0.0007	0	13	0	0.0015	0	27	0	0	0.0005	0	10	0	0	0	0	0	0.0024	0	49	0.0137	0.0195	250	396	0.0354	0.0279	645	567	0.0053	0.0043	97	87	0.3271	0	5956	0	0	0	0	0	0	0.3319	0	6756	0	0	0	0	0.4364	0.3296	7945	6709	0	0	0	0	0.0031	0.0034	56	69	0.0013	0.0015	24	31
LOCAL-010800	Aveiro	Estarreja	*	23899	24018	0.5131	0.607	133	172	172	264	0	0	0	0	0.0015	0.0149	19	217	0.0388	0.0379	476	553	0.0218	0	267	0	0.0652	0.1968	800	2869	0.0004	0.0006	5	9	0.0347	0.0487	426	710	0.0009	0	11	0	0.0077	0.0174	95	254	0.0012	0	15	0	0.0012	0	15	0	0	0.0003	0	5	0	0	0	0	0	0.003	0	44	0.0108	0.0146	132	213	0.0267	0.0231	328	337	0.0051	0.0025	63	37	0.3444	0	4223	0	0	0	0	0	0	0.328	0	4781	0	0	0	0	0.4087	0.2771	5012	4040	0	0	0	0	0.0047	0.0034	58	50	0.0011	0.0016	13	23
LOCAL-011000	Aveiro	Ílhavo	*	36068	36248	0.5028	0.6118	148	236	300	443	0	0	0	0	0.0028	0.0135	50	300	0.055	0.0496	998	1100	0.0204	0	370	0	0.0807	0.2086	1463	4625	0.0005	0.0007	9	15	0.0592	0.0604	1073	1339	0.0002	0	4	0	0.0122	0.0313	222	694	0.0014	0	25	0	0.0023	0	42	0	0	0.001	0	22	0	0	0	0	0	0.002	0	45	0.0186	0.0218	337	484	0.0171	0.0111	311	247	0.0038	0.0022	69	48	0.3267	0	5924	0	0	0	0	0	0	0.3301	0	7321	0	0	0	0	0.3679	0.2319	6671	5142	0	0	0	0	0.0049	0.0039	88	87	0.0017	0.0012	31	27
LOCAL-011100	Aveiro	Mealhada	*	17853	17706	0.5517	0.6341	84	118	182	282	0	0	0	0	0.0019	0.0109	19	122	0.0541	0.0582	533	653	0.0114	0	112	0	0.0621	0.1651	612	1854	0.0007	0.0004	7	5	0.036	0.0476	355	534	0.0008	0	8	0	0.0066	0.0253	65	284	0.0016	0	16	0	0.0012	0	12	0	0	0.0005	0	6	0	0	0	0	0	0.0026	0	29	0.0132	0.0156	130	175	0.0329	0.0233	324	262	0.004	0.0037	39	42	0.2579	0	2540	0	0	0	0	0	0	0.2653	0	2979	0	0	0	0	0.4831	0.3408	4758	3826	0	0	0	0	0.0036	0.004	35	45	0.0018	0.001	18	11
LOCAL-011200	Aveiro	Murtosa	*	9915	9918	0.4314	0.5233	29	53	65	95	0	0	0	0	0.0023	0.0146	10	76	0.0344	0.0341	147	177	0.026	0	111	0	0.0645	0.2175	276	1129	0.0002	0.0004	1	2	0.032	0.0428	137	222	0.0007	0	3	0	0.0047	0.0162	20	84	0.0012	0	5	0	0.0009	0	4	0	0	0.0006	0	3	0	0	0	0	0	0.0031	0	16	0.0101	0.0145	43	75	0.0138	0.0104	59	54	0.0047	0.0035	20	18	0.459	0	1963	0	0	0	0	0	0	0.4139	0	2148	0	0	0	0	0.3175	0.1931	1358	1002	0	0	0	0	0.0051	0.0056	22	29	0.0009	0.0013	4	7
LOCAL-011300	Aveiro	Oliveira de Azeméis	*	60370	60480	0.5827	0.6723	386	512	399	592	0	0	0	0	0.0016	0.014	57	568	0.0438	0.0392	1540	1594	0.0187	0	657	0	0.0447	0.1662	1574	6758	0.0006	0.001	21	41	0.0379	0.0484	1332	1966	0.0008	0	27	0	0.0059	0.0199	208	809	0.0011	0	40	0	0.0015	0	53	0	0	0.0005	0	21	0	0	0	0	0	0.0025	0	102	0.011	0.018	386	733	0.0128	0.0091	449	371	0.004	0.0029	142	117	0.3374	0	11870	0	0	0	0	0	0	0.3317	0	13486	0	0	0	0	0.4488	0.3126	15786	12712	0	0	0	0	0.0057	0.0049	199	201	0.0014	0.0019	51	76
LOCAL-011400	Aveiro	Oliveira do Bairro	*	20862	20898	0.5375	0.642	114	145	162	224	0	0	0	0	0.0013	0.0189	15	253	0.0303	0.027	340	362	0.0617	0	692	0	0.0927	0.2244	1039	3010	0.0007	0.0015	8	20	0.0485	0.0536	544	719	0.0005	0	6	0	0.0038	0.0124	43	167	0.0015	0	17	0	0.0013	0	15	0	0	0.0005	0	7	0	0	0	0	0	0.0033	0	44	0.0078	0.0116	88	156	0.0098	0.0081	110	109	0.0038	0.0021	43	28	0.4555	0	5107	0	0	0	0	0	0	0.4538	0	6088	0	0	0	0	0.2502	0.1504	2806	2018	0	0	0	0	0.0037	0.004	41	54	0.0021	0.0009	23	12
LOCAL-011500	Aveiro	Ovar	*	50732	50902	0.5724	0.6581	288	339	392	616	0	0	0	0	0.0019	0.0101	56	339	0.0576	0.0584	1673	1955	0.0128	0	373	0	0.0423	0.1494	1228	5006	0.0007	0.001	21	32	0.0423	0.0547	1229	1832	0.0004	0	12	0	0.0086	0.0261	251	874	0.001	0	28	0	0.0015	0	43	0	0	0.0004	0	15	0	0	0	0	0	0.0021	0	70	0.0148	0.021	430	703	0.0268	0.0199	778	668	0.0041	0.0037	119	125	0.3298	0	9576	0	0	0	0	0	0	0.2989	0	10013	0	0	0	0	0.4272	0.3193	12405	10697	0	0	0	0	0.0041	0.0046	119	153	0.0006	0.0019	17	63
LOCAL-010900	Aveiro	Santa Maria da Feira	*	125709	126650	0.593	0.6864	738	896	840	1249	0	0	0	0	0.0019	0.0121	145	1050	0.0479	0.0428	3569	3722	0.0163	0	1216	0	0.0453	0.1646	3380	14310	0.0006	0.0012	43	103	0.047	0.0548	3503	4763	0.0005	0	34	0	0.007	0.0212	520	1845	0.0012	0	90	0	0.0016	0	119	0	0	0.0005	0	47	0	0	0	0	0	0.0024	0	208	0.0129	0.0195	962	1694	0.0147	0.0128	1096	1113	0.0041	0.0033	302	285	0.3439	0	25639	0	0	0	0	0	0	0.3265	0	28382	0	0	0	0	0.428	0.3065	31904	26645	0	0	0	0	0.0049	0.0056	362	487	0.0012	0.0015	86	133
LOCAL-011600	Aveiro	São João da Madeira	*	19768	19533	0.5835	0.683	97	141	118	184	0	0	0	0	0.0028	0.0089	32	119	0.0519	0.0447	599	596	0.0157	0	181	0	0.0388	0.1294	447	1726	0.0004	0.0003	5	4	0.0526	0.0552	607	737	0.0005	0	6	0	0.0093	0.0267	107	356	0.0017	0	20	0	0.0018	0	21	0	0	0.0002	0	3	0	0	0	0	0	0.0025	0	33	0.0144	0.0163	166	217	0.0257	0.0177	296	236	0.0036	0.0031	42	41	0.3033	0	3499	0	0	0	0	0	0	0.2931	0	3911	0	0	0	0	0.453	0.3739	5225	4989	0	0	0	0	0.0042	0.0022	48	29	0.0016	0.0015	19	20
LOCAL-011700	Aveiro	Sever do Vouga	*	10573	10307	0.6169	0.6986	56	66	69	110	0	0	0	0	0.0012	0.015	8	108	0.033	0.0249	215	179	0.0465	0	303	0	0.0713	0.1939	465	1396	0.0005	0.0007	3	5	0.0339	0.0349	221	251	0.0003	0	2	0	0.0078	0.0186	51	134	0.0005	0	3	0	0.0006	0	4	0	0	0.0003	0	2	0	0	0	0	0	0.0029	0	21	0.0092	0.0099	60	71	0.0112	0.0094	73	68	0.0035	0.0017	23	12	0.4762	0	3106	0	0	0	0	0	0	0.4697	0	3382	0	0	0	0	0.2781	0.1896	1814	1365	0	0	0	0	0.0061	0.0035	40	25	0.0009	0.0007	6	5
LOCAL-011800	Aveiro	Vagos	*	22047	22338	0.5102	0.6061	129	141	147	176	0	0	0	0	0.002	0.021	23	285	0.0308	0.0239	346	324	0.0481	0	541	0	0.0846	0.2206	952	2987	0.001	0.0004	11	6	0.0395	0.0432	444	585	0.0004	0	4	0	0.0081	0.0174	91	235	0.001	0	11	0	0.001	0	11	0	0	0.0004	0	6	0	0	0	0	0	0.0037	0	50	0.0096	0.0135	108	183	0.0082	0.007	92	95	0.0024	0.0018	27	24	0.5132	0	5773	0	0	0	0	0	0	0.4905	0	6641	0	0	0	0	0.2214	0.1292	2490	1750	0	0	0	0	0.0035	0.0024	39	32	0.0009	0.0015	10	20
LOCAL-011900	Aveiro	Vale de Cambra	*	20178	19887	0.6005	0.6797	187	217	144	156	0	0	0	0	0.0012	0.0154	14	208	0.0408	0.0337	494	455	0.0593	0	718	0	0.051	0.1731	618	2340	0.0003	0.0006	4	8	0.0376	0.0505	455	682	0.0005	0	6	0	0.0059	0.0155	71	210	0.001	0	12	0	0.001	0	12	0	0	0.0004	0	6	0	0	0	0	0	0.0036	0	48	0.0096	0.0155	116	209	0.0112	0.0077	136	104	0.0026	0.0022	32	30	0.3658	0	4432	0	0	0	0	0	0	0.3999	0	5406	0	0	0	0	0.3751	0.247	4545	3339	0	0	0	0	0.0083	0.0062	101	84	0.0016	0.0011	19	15
LOCAL-020100	Beja	Aljustrel	*	7905	7761	0.5927	0.6704	48	73	34	66	0	0	0	0	0	0.0063	0	33	0.0395	0.0465	185	242	0.0064	0	30	0	0.0785	0.2099	368	1092	0.0004	0.0006	2	3	0.0109	0.0144	51	75	0	0	0	0	0.0049	0.0127	23	66	0.0006	0	3	0	0.0013	0	6	0	0	0	0	0	0	0	0	0	0	0.0017	0	9	0.006	0.0111	28	58	0.2815	0.2262	1319	1177	0.0073	0.0117	34	61	0.0783	0	367	0	0	0	0	0	0	0.0855	0	445	0	0	0	0	0.4636	0.3435	2172	1787	0.0006	0	3	0	0.0013	0.001	6	5	0.0013	0.0021	6	11
LOCAL-020200	Beja	Almodôvar	*	6122	5982	0.5593	0.6493	56	68	36	42	0	0	0	0	0	0.0175	0	68	0.045	0.036	154	140	0.0029	0	10	0	0.0926	0.2297	317	892	0.0015	0.0023	5	9	0.0155	0.0196	53	76	0	0	0	0	0.0055	0.0136	19	53	0.0006	0	2	0	0.0018	0	6	0	0	0	0	0	0	0	0	0	0	0.0028	0	11	0.0076	0.0111	26	43	0.0529	0.0548	181	213	0.0041	0.0064	14	25	0.2079	0	712	0	0	0	0	0	0	0.2266	0	880	0	0	0	0	0.5283	0.3442	1809	1337	0.0015	0	5	0	0.0032	0.0054	11	21	0.0023	0.0015	8	6
LOCAL-020300	Beja	Alvito	*	1893	1850	0.5917	0.6665	12	16	17	19	0	0	0	0	0	0.0089	0	11	0.0366	0.0681	41	84	0.0027	0	3	0	0.1304	0.2482	146	306	0.0009	0.0008	1	1	0.0241	0.0097	27	12	0	0	0	0	0.008	0.0154	9	19	0.0018	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089	0.0138	10	17	0.1437	0.1306	161	161	0.0089	0.0122	10	15	0.1688	0	189	0	0	0	0	0	0	0.1719	0	212	0	0	0	0	0.4339	0.2855	486	352	0	0	0	0	0.0018	0.0057	2	7	0.0036	0.0008	4	1
LOCAL-020400	Beja	Barrancos	*	1296	1262	0.5424	0.6125	7	11	12	21	0	0	0	0	0	0.0103	0	8	0.0213	0.0298	15	23	0.0128	0	9	0	0.1166	0.2277	82	176	0	0.0013	0	1	0.0128	0.0207	9	16	0	0	0	0	0.0071	0.0078	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0.0065	2	5	0.2063	0.185	145	143	0.0043	0.0026	3	2	0.1664	0	117	0	0	0	0	0	0	0.1591	0	123	0	0	0	0	0.4211	0.3053	296	236	0	0	0	0	0	0.0013	0	1	0.0014	0.0013	1	1
LOCAL-020500	Beja	Beja	*	28750	28392	0.5549	0.6587	116	205	173	263	0	0	0	0	0	0.0088	0	164	0.0384	0.0437	613	818	0.0102	0	163	0	0.1063	0.211	1696	3946	0.001	0.0009	16	16	0.0253	0.0262	403	490	0	0	0	0	0.0087	0.0181	139	338	0.0009	0	15	0	0.0009	0	15	0	0	0	0	0	0	0	0	0	0	0.0006	0	12	0.0113	0.0134	181	251	0.187	0.1503	2983	2811	0.0055	0.0058	87	109	0.1902	0	3034	0	0	0	0	0	0	0.2005	0	3749	0	0	0	0	0.3926	0.2926	6264	5471	0.0004	0	6	0	0.0017	0.0017	27	31	0.0014	0.0014	23	27
LOCAL-020600	Beja	Castro Verde	*	6092	6029	0.5744	0.6663	23	40	41	54	0	0	0	0	0	0.0092	0	37	0.0549	0.0667	192	268	0.0066	0	23	0	0.0755	0.1865	264	749	0.0003	0.001	1	4	0.0226	0.0314	79	126	0	0	0	0	0.0069	0.0241	24	97	0.0009	0	3	0	0.0009	0	3	0	0	0	0	0	0	0	0	0	0	0.0025	0	10	0.0131	0.0154	46	62	0.2061	0.1713	721	688	0.0066	0.0087	23	35	0.1338	0	468	0	0	0	0	0	0	0.1349	0	542	0	0	0	0	0.4513	0.3216	1579	1292	0.0006	0	2	0	0.002	0.0025	7	10	0	0.0007	0	3
LOCAL-020700	Beja	Cuba	*	3677	3646	0.5907	0.6673	16	31	34	35	0	0	0	0	0	0.0099	0	24	0.0253	0.0316	55	77	0.0083	0	18	0	0.0953	0.2059	207	501	0.0005	0	1	0	0.0115	0.0173	25	42	0	0	0	0	0.0051	0.0169	11	41	0	0	0	0	0.0009	0	2	0	0	0	0	0	0	0	0	0	0	0.0008	0	2	0.0092	0.0082	20	20	0.273	0.2002	593	487	0.0064	0.0074	14	18	0.1331	0	289	0	0	0	0	0	0	0.1439	0	350	0	0	0	0	0.4061	0.3288	882	800	0.0005	0	1	0	0.0014	0	3	0	0.0005	0.0021	1	5
LOCAL-020800	Beja	Ferreira do Alentejo	*	6371	6195	0.5395	0.6231	28	32	35	40	0	0	0	0	0	0.0132	0	51	0.0474	0.051	163	197	0.0061	0	21	0	0.1033	0.2207	355	852	0.0017	0.0008	6	3	0.0116	0.022	40	85	0	0	0	0	0.0047	0.0197	16	76	0.0003	0	1	0	0.0012	0	4	0	0	0	0	0	0	0	0	0	0	0.0021	0	8	0.0084	0.0104	29	40	0.1676	0.1334	576	515	0.0061	0.0111	21	43	0.1327	0	456	0	0	0	0	0	0	0.136	0	525	0	0	0	0	0.4853	0.3557	1668	1373	0.0003	0	1	0	0.0038	0.0039	13	15	0.0012	0.0013	4	5
LOCAL-020900	Beja	Mértola	*	5803	5598	0.5835	0.6474	27	49	66	75	0	0	0	0	0	0.0119	0	43	0.0269	0.0414	91	150	0.0053	0	18	0	0.0653	0.1529	221	554	0.0012	0.0006	4	2	0.0103	0.013	35	47	0	0	0	0	0.0077	0.0121	26	44	0.0018	0	6	0	0.0012	0	4	0	0	0	0	0	0	0	0	0	0	0.0011	0	4	0.005	0.011	17	40	0.2339	0.21	792	761	0.0071	0.008	24	29	0.1329	0	450	0	0	0	0	0	0	0.1391	0	504	0	0	0	0	0.4711	0.362	1595	1312	0.0006	0	2	0	0.0018	0.0008	6	3	0.0006	0.0019	2	7
LOCAL-021000	Beja	Moura	*	12000	11796	0.4934	0.6002	46	66	49	91	0	0	0	0	0	0.0088	0	62	0.0235	0.0254	139	180	0.0079	0	47	0	0.1822	0.3045	1079	2156	0.001	0.0014	6	10	0.0147	0.0157	87	111	0	0	0	0	0.0029	0.0109	17	77	0.0005	0	3	0	0.0008	0	5	0	0	0	0	0	0	0	0	0	0	0.0013	0	9	0.0041	0.0092	24	65	0.1623	0.1258	961	891	0.0068	0.0073	40	52	0.1385	0	820	0	0	0	0	0	0	0.1397	0	989	0	0	0	0	0.4361	0.3256	2582	2305	0.0008	0	5	0	0.0014	0.0014	8	10	0.0005	0.0008	3	6
LOCAL-021100	Beja	Odemira	*	19676	19563	0.5659	0.6463	153	180	150	248	0	0	0	0	0	0.0142	0	179	0.0498	0.0595	554	752	0.0087	0	97	0	0.0797	0.2193	887	2773	0.0014	0.0023	16	29	0.0341	0.0327	380	414	0	0	0	0	0.0114	0.0277	127	350	0.0019	0	21	0	0.002	0	22	0	0	0	0	0	0	0	0	0	0	0.002	0	25	0.0119	0.0161	132	203	0.1222	0.0986	1361	1246	0.0064	0.0097	71	123	0.1642	0	1828	0	0	0	0	0	0	0.1735	0	2193	0	0	0	0	0.4712	0.304	5246	3844	0.0012	0	13	0	0.0049	0.0046	54	58	0.002	0.0021	22	26
LOCAL-021200	Beja	Ourique	*	4225	4172	0.5877	0.6882	28	42	29	36	0	0	0	0	0	0.0223	0	64	0.023	0.0296	57	85	0.006	0	15	0	0.0721	0.1546	179	444	0.0032	0.0007	8	2	0.0165	0.0143	41	41	0	0	0	0	0.0068	0.0125	17	36	0.0008	0	2	0	0.0016	0	4	0	0	0	0	0	0	0	0	0	0	0.0024	0	7	0.0109	0.0098	27	28	0.0801	0.0714	199	205	0.0024	0.0049	6	14	0.3137	0	779	0	0	0	0	0	0	0.3009	0	864	0	0	0	0	0.4366	0.3448	1084	990	0.0012	0	3	0	0.0008	0.0017	2	5	0.0012	0.0028	3	8
LOCAL-021300	Beja	Serpa	*	12457	12279	0.5619	0.6338	51	85	63	126	0	0	0	0	0	0.0117	0	91	0.0263	0.0335	184	261	0.0064	0	45	0	0.1227	0.1897	859	1476	0.0016	0.0014	11	11	0.0161	0.0166	113	129	0	0	0	0	0.0059	0.0157	41	122	0.0001	0	1	0	0.0014	0	10	0	0	0	0	0	0	0	0	0	0	0.0009	0	7	0.0049	0.0091	34	71	0.2733	0.237	1913	1844	0.0073	0.0091	51	71	0.1323	0	926	0	0	0	0	0	0	0.1455	0	1132	0	0	0	0	0.3796	0.2963	2657	2306	0.0006	0	4	0	0.0017	0.0017	12	13	0.0034	0.0048	24	37
