Key	Distrito	Municipio	Freguesia	Eleitores (Anterior)	Eleitores (Corrente)	Percentagem de Votantes (Anterior)	Percentagem de Votantes (Corrente)	Votos Nulos (Anterior)	Votos Nulos (Corrente)	Votos Brancos (Anterior)	Votos Brancos (Corrente)	ADN - Votos (Anterior)	ADN - Votos (Corrente)	ADN - Percentagem (Anterior)	ADN - Percentagem (Corrente)	B.E. - Votos (Anterior)	B.E. - Votos (Corrente)	B.E. - Percentagem (Anterior)	B.E. - Percentagem (Corrente)	CH - Votos (Anterior)	CH - Votos (Corrente)	CH - Percentagem (Anterior)	CH - Percentagem (Corrente)	E - Votos (Anterior)	E - Votos (Corrente)	E - Percentagem (Anterior)	E - Percentagem (Corrente)	IL - Votos (Anterior)	IL - Votos (Corrente)	IL - Percentagem (Anterior)	IL - Percentagem (Corrente)	JPP - Votos (Anterior)	JPP - Votos (Corrente)	JPP - Percentagem (Anterior)	JPP - Percentagem (Corrente)	L - Votos (Anterior)	L - Votos (Corrente)	L - Percentagem (Anterior)	L - Percentagem (Corrente)	MPT - Votos (Anterior)	MPT - Votos (Corrente)	MPT - Percentagem (Anterior)	MPT - Percentagem (Corrente)	MPT.A - Votos (Anterior)	MPT.A - Votos (Corrente)	MPT.A - Percentagem (Anterior)	MPT.A - Percentagem (Corrente)	NC - Votos (Anterior)	NC - Votos (Corrente)	NC - Percentagem (Anterior)	NC - Percentagem (Corrente)	ND - Votos (Anterior)	ND - Votos (Corrente)	ND - Percentagem (Anterior)	ND - Percentagem (Corrente)	PAN - Votos (Anterior)	PAN - Votos (Corrente)	PAN - Percentagem (Anterior)	PAN - Percentagem (Corrente)	PCP-PEV - Votos (Anterior)	PCP-PEV - Votos (Corrente)	PCP-PEV - Percentagem (Anterior)	PCP-PEV - Percentagem (Corrente)	PCTP/MRPP - Votos (Anterior)	PCTP/MRPP - Votos (Corrente)	PCTP/MRPP - Percentagem (Anterior)	PCTP/MRPP - Percentagem (Corrente)	PLS - Votos (Anterior)	PLS - Votos (Corrente)	PLS - Percentagem (Anterior)	PLS - Percentagem (Corrente)	PPD/PSD.CDS-PP - Votos (Anterior)	PPD/PSD.CDS-PP - Votos (Corrente)	PPD/PSD.CDS-PP - Percentagem (Anterior)	PPD/PSD.CDS-PP - Percentagem (Corrente)	PPD/PSD.CDS-PP.PPM - Votos (Anterior)	PPD/PSD.CDS-PP.PPM - Votos (Corrente)	PPD/PSD.CDS-PP.PPM - Percentagem (Anterior)	PPD/PSD.CDS-PP.PPM - Percentagem (Corrente)	PPM - Votos (Anterior)	PPM - Votos (Corrente)	PPM - Percentagem (Anterior)	PPM - Percentagem (Corrente)	PS - Votos (Anterior)	PS - Votos (Corrente)	PS - Percentagem (Anterior)	PS - Percentagem (Corrente)	PTP - Votos (Anterior)	PTP - Votos (Corrente)	PTP - Percentagem (Anterior)	PTP - Percentagem (Corrente)	R.I.R. - Votos (Anterior)	R.I.R. - Votos (Corrente)	R.I.R. - Percentagem (Anterior)	R.I.R. - Percentagem (Corrente)	VP - Votos (Anterior)	VP - Votos (Corrente)	VP - Percentagem (Anterior)	VP - Percentagem (Corrente)
LOCAL-101606	Leiria	Porto de Mós	Juncal	2783	2773	0.7064	0.6971	31	27	38	23	44	48	0.0224	0.0248	70	19	0.0356	0.0098	445	516	0.2263	0.2669	2	4	0.0010	0.0021	113	117	0.0575	0.0605	0	0	0.0000	0.0000	47	54	0.0239	0.0279	0	0	0.0000	0.0000	3	0	0.0015	0.0000	0	0	0.0000	0.0000	8	9	0.0041	0.0047	29	18	0.0148	0.0093	27	12	0.0137	0.0062	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	696	0.0000	0.3601	640	0	0.3255	0.0000	0	2	0.0000	0.0010	456	373	0.2319	0.1930	0	0	0.0000	0.0000	12	7	0.0061	0.0036	1	8	0.0005	0.0041
LOCAL-101608	Leiria	Porto de Mós	Mira de Aire	3122	3087	0.6400	0.6255	34	21	19	23	25	41	0.0125	0.0212	75	32	0.0375	0.0166	507	568	0.2538	0.2941	1	6	0.0005	0.0031	136	104	0.0681	0.0539	0	0	0.0000	0.0000	34	65	0.0170	0.0337	0	0	0.0000	0.0000	1	0	0.0005	0.0000	0	0	0.0000	0.0000	6	4	0.0030	0.0021	34	25	0.0170	0.0129	43	34	0.0215	0.0176	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	600	0.0000	0.3107	539	0	0.2698	0.0000	0	1	0.0000	0.0005	533	400	0.2668	0.2071	0	0	0.0000	0.0000	6	2	0.0030	0.0010	5	5	0.0025	0.0026
LOCAL-101609	Leiria	Porto de Mós	Pedreiras	2227	2204	0.7261	0.6987	14	34	34	35	25	36	0.0155	0.0234	56	25	0.0346	0.0162	388	428	0.2400	0.2779	2	2	0.0012	0.0013	100	102	0.0618	0.0662	0	0	0.0000	0.0000	37	55	0.0229	0.0357	0	0	0.0000	0.0000	2	0	0.0012	0.0000	0	0	0.0000	0.0000	6	3	0.0037	0.0019	26	13	0.0161	0.0084	31	13	0.0192	0.0084	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	521	0.0000	0.3383	533	0	0.3296	0.0000	0	1	0.0000	0.0006	353	266	0.2183	0.1727	0	0	0.0000	0.0000	5	4	0.0031	0.0026	5	2	0.0031	0.0013
LOCAL-101610	Leiria	Porto de Mós	São Bento	717	703	0.6946	0.6871	16	5	4	3	17	10	0.0341	0.0207	13	3	0.0261	0.0062	146	156	0.2932	0.3230	0	0	0.0000	0.0000	12	18	0.0241	0.0373	0	0	0.0000	0.0000	7	11	0.0141	0.0228	0	0	0.0000	0.0000	1	0	0.0020	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0021	6	3	0.0120	0.0062	5	7	0.0100	0.0145	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	236	0.0000	0.4886	232	0	0.4659	0.0000	0	0	0.0000	0.0000	37	27	0.0743	0.0559	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	3	0.0040	0.0062
LOCAL-101613	Leiria	Porto de Mós	Serro Ventoso	779	793	0.7651	0.7150	8	6	12	7	23	13	0.0386	0.0229	14	5	0.0235	0.0088	184	217	0.3087	0.3827	2	0	0.0034	0.0000	33	34	0.0554	0.0600	0	0	0.0000	0.0000	11	14	0.0185	0.0247	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	3	0.0000	0.0053	7	0	0.0117	0.0000	5	3	0.0084	0.0053	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	194	0.0000	0.3422	228	0	0.3826	0.0000	0	1	0.0000	0.0018	66	68	0.1107	0.1199	0	0	0.0000	0.0000	2	2	0.0034	0.0035	1	0	0.0017	0.0000
LOCAL-101614	Leiria	Porto de Mós	Porto de Mós - São João Baptista e São Pedro	5272	5219	0.6895	0.6704	39	39	70	71	66	81	0.0182	0.0231	121	58	0.0333	0.0166	765	833	0.2105	0.2381	5	4	0.0014	0.0011	202	225	0.0556	0.0643	0	0	0.0000	0.0000	91	93	0.0250	0.0266	0	0	0.0000	0.0000	3	0	0.0008	0.0000	0	0	0.0000	0.0000	7	7	0.0019	0.0020	48	27	0.0132	0.0077	44	41	0.0121	0.0117	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1363	0.0000	0.3895	1396	0	0.3840	0.0000	0	3	0.0000	0.0009	755	636	0.2077	0.1818	0	0	0.0000	0.0000	7	8	0.0019	0.0023	16	10	0.0044	0.0029
LOCAL-101615	Leiria	Porto de Mós	Alvados e Alcaria	685	669	0.6993	0.6966	6	2	3	5	10	12	0.0209	0.0258	13	11	0.0271	0.0236	81	79	0.1691	0.1695	0	0	0.0000	0.0000	22	27	0.0459	0.0579	0	0	0.0000	0.0000	13	10	0.0271	0.0215	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	0	0.0021	0.0000	2	4	0.0042	0.0086	6	8	0.0125	0.0172	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	256	0.0000	0.5494	263	0	0.5491	0.0000	0	1	0.0000	0.0021	56	50	0.1169	0.1073	0	0	0.0000	0.0000	2	1	0.0042	0.0021	1	0	0.0021	0.0000
LOCAL-101616	Leiria	Porto de Mós	Arrimal e Mendiga	1349	1346	0.7784	0.7303	19	12	17	23	19	24	0.0181	0.0244	33	23	0.0314	0.0234	266	240	0.2533	0.2442	3	1	0.0029	0.0010	54	40	0.0514	0.0407	0	0	0.0000	0.0000	17	27	0.0162	0.0275	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	1	0.0019	0.0010	6	4	0.0057	0.0041	7	5	0.0067	0.0051	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	463	0.0000	0.4710	468	0	0.4457	0.0000	0	3	0.0000	0.0031	132	111	0.1257	0.1129	0	0	0.0000	0.0000	6	3	0.0057	0.0031	1	3	0.0010	0.0031
LOCAL-110106	Lisboa	Alenquer	Carnota	1389	1365	0.7235	0.6733	4	2	21	7	16	20	0.0159	0.0218	45	13	0.0448	0.0141	241	239	0.2398	0.2601	3	4	0.0030	0.0044	41	36	0.0408	0.0392	0	0	0.0000	0.0000	20	32	0.0199	0.0348	0	0	0.0000	0.0000	1	0	0.0010	0.0000	0	1	0.0000	0.0011	4	2	0.0040	0.0022	16	9	0.0159	0.0098	62	53	0.0617	0.0577	7	3	0.0070	0.0033	0	0	0.0000	0.0000	0	273	0.0000	0.2971	225	0	0.2239	0.0000	0	0	0.0000	0.0000	285	217	0.2836	0.2361	2	0	0.0020	0.0000	11	7	0.0109	0.0076	1	1	0.0010	0.0011
LOCAL-110107	Lisboa	Alenquer	Meca	1450	1456	0.7255	0.7026	17	8	14	13	21	16	0.0200	0.0156	43	16	0.0409	0.0156	193	267	0.1835	0.2610	0	1	0.0000	0.0010	37	32	0.0352	0.0313	2	2	0.0019	0.0020	23	40	0.0219	0.0391	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0020	2	1	0.0019	0.0010	12	4	0.0114	0.0039	92	61	0.0875	0.0596	10	9	0.0095	0.0088	0	2	0.0000	0.0020	0	221	0.0000	0.2160	194	0	0.1844	0.0000	0	2	0.0000	0.0020	384	317	0.3650	0.3099	3	0	0.0029	0.0000	5	5	0.0048	0.0049	0	4	0.0000	0.0039
LOCAL-110108	Lisboa	Alenquer	Olhalvo	1636	1684	0.7427	0.7268	6	6	12	15	25	14	0.0206	0.0114	45	16	0.0370	0.0131	242	286	0.1992	0.2337	2	1	0.0016	0.0008	43	45	0.0354	0.0368	3	0	0.0025	0.0000	37	48	0.0305	0.0392	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	1	4	0.0008	0.0033	10	14	0.0082	0.0114	71	56	0.0584	0.0458	12	6	0.0099	0.0049	0	3	0.0000	0.0025	0	352	0.0000	0.2876	298	0	0.2453	0.0000	0	0	0.0000	0.0000	391	355	0.3218	0.2900	2	0	0.0016	0.0000	11	3	0.0091	0.0025	4	0	0.0033	0.0000
LOCAL-110109	Lisboa	Alenquer	Ota	1054	1062	0.7106	0.7260	6	11	8	6	7	11	0.0093	0.0143	32	13	0.0427	0.0169	205	252	0.2737	0.3268	0	1	0.0000	0.0013	29	29	0.0387	0.0376	0	0	0.0000	0.0000	18	24	0.0240	0.0311	0	0	0.0000	0.0000	1	0	0.0013	0.0000	0	1	0.0000	0.0013	4	0	0.0053	0.0000	16	8	0.0214	0.0104	53	45	0.0708	0.0584	3	5	0.0040	0.0065	0	1	0.0000	0.0013	0	188	0.0000	0.2438	162	0	0.2163	0.0000	0	0	0.0000	0.0000	202	174	0.2697	0.2257	1	0	0.0013	0.0000	2	1	0.0027	0.0013	0	1	0.0000	0.0013
LOCAL-110113	Lisboa	Alenquer	Ventosa	1741	1764	0.7203	0.6876	20	20	12	11	33	16	0.0263	0.0132	43	12	0.0343	0.0099	246	320	0.1962	0.2638	0	1	0.0000	0.0008	54	44	0.0431	0.0363	2	0	0.0016	0.0000	26	42	0.0207	0.0346	0	0	0.0000	0.0000	1	0	0.0008	0.0000	0	2	0.0000	0.0016	0	3	0.0000	0.0025	13	15	0.0104	0.0124	47	39	0.0375	0.0322	5	1	0.0040	0.0008	0	4	0.0000	0.0033	0	324	0.0000	0.2671	305	0	0.2432	0.0000	0	2	0.0000	0.0016	435	351	0.3469	0.2894	3	0	0.0024	0.0000	6	5	0.0048	0.0041	3	1	0.0024	0.0008
LOCAL-110114	Lisboa	Alenquer	Vila Verde dos Francos	986	989	0.6258	0.5895	8	8	9	4	15	14	0.0243	0.0240	24	13	0.0389	0.0223	137	156	0.2220	0.2676	1	0	0.0016	0.0000	23	23	0.0373	0.0395	1	1	0.0016	0.0017	12	22	0.0194	0.0377	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0034	2	1	0.0032	0.0017	15	9	0.0243	0.0154	14	20	0.0227	0.0343	5	3	0.0081	0.0051	0	1	0.0000	0.0017	0	138	0.0000	0.2367	142	0	0.2301	0.0000	0	0	0.0000	0.0000	202	164	0.3274	0.2813	0	0	0.0000	0.0000	6	3	0.0097	0.0051	1	1	0.0016	0.0017
LOCAL-110117	Lisboa	Alenquer	Abrigada e Cabanas de Torres	3651	3695	0.7061	0.6693	28	24	46	40	53	47	0.0206	0.0190	117	58	0.0454	0.0235	471	586	0.1827	0.2370	2	3	0.0008	0.0012	91	100	0.0353	0.0404	5	4	0.0019	0.0016	77	74	0.0299	0.0299	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	6	4	0.0023	0.0016	27	20	0.0105	0.0081	221	214	0.0857	0.0865	31	19	0.0120	0.0077	0	5	0.0000	0.0020	0	572	0.0000	0.2313	526	0	0.2040	0.0000	0	1	0.0000	0.0004	851	682	0.3301	0.2758	3	0	0.0012	0.0000	17	15	0.0066	0.0061	6	5	0.0023	0.0020
LOCAL-110118	Lisboa	Alenquer	Aldeia Galega da Merceana e Aldeia Gavinha	2543	2557	0.6870	0.6688	20	20	34	26	26	37	0.0149	0.0216	84	24	0.0481	0.0140	393	444	0.2250	0.2596	3	0	0.0017	0.0000	73	75	0.0418	0.0439	3	2	0.0017	0.0012	55	63	0.0315	0.0368	0	0	0.0000	0.0000	3	0	0.0017	0.0000	0	0	0.0000	0.0000	1	2	0.0006	0.0012	28	20	0.0160	0.0117	103	84	0.0590	0.0491	9	5	0.0052	0.0029	0	0	0.0000	0.0000	0	450	0.0000	0.2632	381	0	0.2181	0.0000	0	2	0.0000	0.0012	522	448	0.2988	0.2620	4	0	0.0023	0.0000	4	4	0.0023	0.0023	1	4	0.0006	0.0023
LOCAL-110119	Lisboa	Alenquer	Alenquer (Santo Estêvão e Triana)	10205	10334	0.7358	0.7108	70	38	104	108	127	94	0.0169	0.0128	364	169	0.0485	0.0230	1650	1943	0.2197	0.2645	6	34	0.0008	0.0046	502	544	0.0669	0.0741	6	3	0.0008	0.0004	331	419	0.0441	0.0570	0	0	0.0000	0.0000	12	0	0.0016	0.0000	0	3	0.0000	0.0004	11	7	0.0015	0.0010	155	115	0.0206	0.0157	361	331	0.0481	0.0451	28	20	0.0037	0.0027	0	13	0.0000	0.0018	0	1908	0.0000	0.2598	1782	0	0.2373	0.0000	0	8	0.0000	0.0011	1956	1548	0.2605	0.2108	4	0	0.0005	0.0000	26	22	0.0035	0.0030	14	18	0.0019	0.0025
LOCAL-110120	Lisboa	Alenquer	Carregado e Cadafais	11063	11133	0.6251	0.6042	70	55	96	92	105	84	0.0152	0.0125	376	161	0.0544	0.0239	1871	2223	0.2705	0.3305	5	6	0.0007	0.0009	379	387	0.0548	0.0575	8	1	0.0012	0.0001	261	313	0.0377	0.0465	0	0	0.0000	0.0000	9	0	0.0013	0.0000	0	6	0.0000	0.0009	23	21	0.0033	0.0031	169	105	0.0244	0.0156	339	285	0.0490	0.0424	39	32	0.0056	0.0048	0	8	0.0000	0.0012	0	1509	0.0000	0.2243	1309	0	0.1893	0.0000	0	1	0.0000	0.0001	1808	1403	0.2614	0.2086	10	0	0.0014	0.0000	19	18	0.0027	0.0027	20	17	0.0029	0.0025
LOCAL-110121	Lisboa	Alenquer	Ribafria e Pereiro de Palhacana	1373	1424	0.6992	0.6699	12	7	10	14	18	13	0.0188	0.0136	44	17	0.0458	0.0178	223	294	0.2323	0.3082	0	2	0.0000	0.0021	36	35	0.0375	0.0367	2	0	0.0021	0.0000	30	42	0.0313	0.0440	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	0	0.0031	0.0000	26	21	0.0271	0.0220	40	29	0.0417	0.0304	6	6	0.0063	0.0063	0	0	0.0000	0.0000	0	218	0.0000	0.2285	196	0	0.2042	0.0000	0	1	0.0000	0.0010	307	250	0.3198	0.2621	3	0	0.0031	0.0000	3	5	0.0031	0.0052	1	0	0.0010	0.0000
LOCAL-110201	Lisboa	Arruda dos Vinhos	Arranhó	2152	2182	0.7393	0.6966	25	20	15	22	32	17	0.0201	0.0112	60	31	0.0377	0.0204	301	378	0.1892	0.2487	2	3	0.0013	0.0020	70	67	0.0440	0.0441	0	1	0.0000	0.0007	40	48	0.0251	0.0316	0	0	0.0000	0.0000	2	0	0.0013	0.0000	0	0	0.0000	0.0000	2	0	0.0013	0.0000	24	20	0.0151	0.0132	50	35	0.0314	0.0230	6	6	0.0038	0.0039	0	2	0.0000	0.0013	0	494	0.0000	0.3250	496	0	0.3118	0.0000	0	2	0.0000	0.0013	456	370	0.2866	0.2434	1	0	0.0006	0.0000	6	2	0.0038	0.0013	3	2	0.0019	0.0013
LOCAL-110202	Lisboa	Arruda dos Vinhos	Arruda dos Vinhos	7879	8044	0.7498	0.7260	64	45	105	88	101	78	0.0171	0.0134	233	96	0.0394	0.0164	1109	1301	0.1877	0.2228	6	14	0.0010	0.0024	519	580	0.0878	0.0993	3	4	0.0005	0.0007	258	327	0.0437	0.0560	0	0	0.0000	0.0000	2	0	0.0003	0.0000	0	2	0.0000	0.0003	5	7	0.0008	0.0012	120	83	0.0203	0.0142	205	184	0.0347	0.0315	15	21	0.0025	0.0036	0	4	0.0000	0.0007	0	1690	0.0000	0.2894	1580	0	0.2674	0.0000	0	2	0.0000	0.0003	1548	1288	0.2620	0.2205	5	0	0.0008	0.0000	22	13	0.0037	0.0022	8	13	0.0014	0.0022
LOCAL-110203	Lisboa	Arruda dos Vinhos	Cardosas	697	711	0.7704	0.7482	9	2	8	10	10	9	0.0186	0.0169	23	10	0.0428	0.0188	125	127	0.2328	0.2387	0	1	0.0000	0.0019	32	25	0.0596	0.0470	1	0	0.0019	0.0000	27	29	0.0503	0.0545	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	7	5	0.0130	0.0094	22	19	0.0410	0.0357	4	4	0.0074	0.0075	0	1	0.0000	0.0019	0	173	0.0000	0.3252	141	0	0.2626	0.0000	0	1	0.0000	0.0019	123	114	0.2291	0.2143	0	0	0.0000	0.0000	2	2	0.0037	0.0038	3	0	0.0056	0.0000
LOCAL-110204	Lisboa	Arruda dos Vinhos	São Tiago dos Velhos	1133	1162	0.7299	0.7065	13	6	6	12	11	12	0.0133	0.0146	36	15	0.0435	0.0183	161	206	0.1947	0.2509	1	1	0.0012	0.0012	57	64	0.0689	0.0780	0	0	0.0000	0.0000	28	38	0.0339	0.0463	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	13	10	0.0157	0.0122	14	15	0.0169	0.0183	3	2	0.0036	0.0024	0	1	0.0000	0.0012	0	208	0.0000	0.2533	203	0	0.2455	0.0000	0	1	0.0000	0.0012	275	223	0.3325	0.2716	1	0	0.0012	0.0000	5	3	0.0060	0.0037	0	4	0.0000	0.0049
LOCAL-110301	Lisboa	Azambuja	Alcoentre	2304	2292	0.6341	0.6104	26	22	15	18	35	25	0.0240	0.0179	95	29	0.0650	0.0207	367	460	0.2512	0.3288	3	0	0.0021	0.0000	46	28	0.0315	0.0200	5	3	0.0034	0.0021	39	55	0.0267	0.0393	0	0	0.0000	0.0000	2	0	0.0014	0.0000	0	3	0.0000	0.0021	1	0	0.0007	0.0000	19	17	0.0130	0.0122	61	38	0.0418	0.0272	10	4	0.0068	0.0029	0	0	0.0000	0.0000	0	320	0.0000	0.2287	275	0	0.1882	0.0000	0	4	0.0000	0.0029	454	366	0.3107	0.2616	4	0	0.0027	0.0000	4	4	0.0027	0.0029	0	3	0.0000	0.0021
LOCAL-110302	Lisboa	Azambuja	Aveiras de Baixo	1125	1122	0.7289	0.7317	10	6	13	9	15	13	0.0183	0.0158	36	13	0.0439	0.0158	191	246	0.2329	0.2996	2	0	0.0024	0.0000	30	31	0.0366	0.0378	1	1	0.0012	0.0012	27	31	0.0329	0.0378	0	0	0.0000	0.0000	1	0	0.0012	0.0000	0	0	0.0000	0.0000	2	0	0.0024	0.0000	20	11	0.0244	0.0134	44	38	0.0537	0.0463	4	2	0.0049	0.0024	0	2	0.0000	0.0024	0	227	0.0000	0.2765	177	0	0.2159	0.0000	0	0	0.0000	0.0000	244	186	0.2976	0.2266	1	0	0.0012	0.0000	2	0	0.0024	0.0000	0	5	0.0000	0.0061
LOCAL-110303	Lisboa	Azambuja	Aveiras de Cima	3997	4031	0.6350	0.6118	38	28	32	45	34	42	0.0134	0.0170	164	84	0.0646	0.0341	621	833	0.2447	0.3378	1	5	0.0004	0.0020	100	99	0.0394	0.0401	4	2	0.0016	0.0008	88	107	0.0347	0.0434	0	0	0.0000	0.0000	6	0	0.0024	0.0000	0	3	0.0000	0.0012	4	4	0.0016	0.0016	62	43	0.0244	0.0174	173	144	0.0682	0.0584	26	14	0.0102	0.0057	0	4	0.0000	0.0016	0	402	0.0000	0.1630	360	0	0.1418	0.0000	0	2	0.0000	0.0008	806	596	0.3176	0.2417	4	0	0.0016	0.0000	13	6	0.0051	0.0024	2	3	0.0008	0.0012
LOCAL-110304	Lisboa	Azambuja	Azambuja	6896	6902	0.6669	0.6502	43	46	67	75	63	61	0.0137	0.0136	249	127	0.0541	0.0283	1072	1235	0.2331	0.2752	9	8	0.0020	0.0018	230	270	0.0500	0.0602	3	1	0.0007	0.0002	184	223	0.0400	0.0497	0	0	0.0000	0.0000	4	0	0.0009	0.0000	0	1	0.0000	0.0002	8	7	0.0017	0.0016	78	55	0.0170	0.0123	247	215	0.0537	0.0479	24	20	0.0052	0.0045	0	5	0.0000	0.0011	0	1117	0.0000	0.2489	1019	0	0.2216	0.0000	0	3	0.0000	0.0007	1263	996	0.2746	0.2219	8	0	0.0017	0.0000	16	16	0.0035	0.0036	12	7	0.0026	0.0016
LOCAL-110306	Lisboa	Azambuja	Vale do Paraíso	798	800	0.7381	0.6900	5	7	9	6	13	8	0.0221	0.0145	40	14	0.0679	0.0254	119	140	0.2020	0.2536	0	2	0.0000	0.0036	19	15	0.0323	0.0272	0	1	0.0000	0.0018	18	34	0.0306	0.0616	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0018	0	0	0.0000	0.0000	7	10	0.0119	0.0181	31	39	0.0526	0.0707	8	4	0.0136	0.0072	0	0	0.0000	0.0000	0	123	0.0000	0.2228	111	0	0.1885	0.0000	0	0	0.0000	0.0000	203	147	0.3447	0.2663	1	0	0.0017	0.0000	5	0	0.0085	0.0000	0	1	0.0000	0.0018
LOCAL-110307	Lisboa	Azambuja	Vila Nova da Rainha	697	712	0.7647	0.7598	9	9	6	5	5	7	0.0094	0.0129	19	9	0.0356	0.0166	150	189	0.2814	0.3494	1	0	0.0019	0.0000	16	23	0.0300	0.0425	0	3	0.0000	0.0055	17	19	0.0319	0.0351	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	3	1	0.0056	0.0018	7	3	0.0131	0.0055	23	19	0.0432	0.0351	2	1	0.0038	0.0018	0	0	0.0000	0.0000	0	107	0.0000	0.1978	85	0	0.1595	0.0000	0	1	0.0000	0.0018	181	141	0.3396	0.2606	0	0	0.0000	0.0000	6	3	0.0113	0.0055	3	1	0.0056	0.0018
LOCAL-110310	Lisboa	Azambuja	Manique do Intendente, V.N.de S.Pedro e Maçussa	1874	1897	0.6708	0.6589	17	8	14	24	25	14	0.0199	0.0112	69	34	0.0549	0.0272	237	292	0.1885	0.2336	1	1	0.0008	0.0008	37	43	0.0294	0.0344	0	0	0.0000	0.0000	109	115	0.0867	0.0920	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0016	1	2	0.0008	0.0016	27	19	0.0215	0.0152	92	83	0.0732	0.0664	12	13	0.0095	0.0104	0	2	0.0000	0.0016	0	240	0.0000	0.1920	212	0	0.1687	0.0000	0	1	0.0000	0.0008	400	354	0.3182	0.2832	2	0	0.0016	0.0000	0	0	0.0000	0.0000	2	3	0.0016	0.0024
LOCAL-110401	Lisboa	Cadaval	Alguber	692	716	0.7269	0.6844	6	5	7	6	11	7	0.0219	0.0143	8	8	0.0159	0.0163	112	112	0.2227	0.2286	0	0	0.0000	0.0000	13	12	0.0258	0.0245	1	3	0.0020	0.0061	9	8	0.0179	0.0163	0	0	0.0000	0.0000	1	0	0.0020	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	11	3	0.0219	0.0061	15	12	0.0298	0.0245	2	1	0.0040	0.0020	0	2	0.0000	0.0041	0	171	0.0000	0.3490	145	0	0.2883	0.0000	0	1	0.0000	0.0020	162	137	0.3221	0.2796	0	0	0.0000	0.0000	0	1	0.0000	0.0020	0	1	0.0000	0.0020
LOCAL-110407	Lisboa	Cadaval	Peral	841	851	0.6980	0.6839	5	8	9	8	14	13	0.0239	0.0223	26	10	0.0443	0.0172	136	169	0.2317	0.2904	0	0	0.0000	0.0000	13	19	0.0221	0.0326	0	0	0.0000	0.0000	10	15	0.0170	0.0258	0	0	0.0000	0.0000	1	0	0.0017	0.0000	0	1	0.0000	0.0017	1	0	0.0017	0.0000	20	13	0.0341	0.0223	18	16	0.0307	0.0275	1	1	0.0017	0.0017	0	0	0.0000	0.0000	0	193	0.0000	0.3316	181	0	0.3083	0.0000	0	0	0.0000	0.0000	150	115	0.2555	0.1976	1	0	0.0017	0.0000	1	0	0.0017	0.0000	0	1	0.0000	0.0017
LOCAL-110409	Lisboa	Cadaval	Vermelha	1147	1164	0.6609	0.6400	11	10	10	10	23	20	0.0303	0.0268	31	11	0.0409	0.0148	151	180	0.1992	0.2416	0	0	0.0000	0.0000	30	31	0.0396	0.0416	0	2	0.0000	0.0027	17	25	0.0224	0.0336	0	0	0.0000	0.0000	1	0	0.0013	0.0000	0	0	0.0000	0.0000	5	2	0.0066	0.0027	6	9	0.0079	0.0121	14	13	0.0185	0.0174	1	2	0.0013	0.0027	0	1	0.0000	0.0013	0	248	0.0000	0.3329	218	0	0.2876	0.0000	0	1	0.0000	0.0013	234	177	0.3087	0.2376	4	0	0.0053	0.0000	1	3	0.0013	0.0040	1	0	0.0013	0.0000
LOCAL-110410	Lisboa	Cadaval	Vilar	1524	1525	0.6621	0.6380	14	5	14	30	30	20	0.0297	0.0206	43	18	0.0426	0.0185	197	233	0.1952	0.2395	3	0	0.0030	0.0000	39	41	0.0387	0.0421	2	1	0.0020	0.0010	31	37	0.0307	0.0380	0	0	0.0000	0.0000	2	0	0.0020	0.0000	0	1	0.0000	0.0010	3	3	0.0030	0.0031	23	13	0.0228	0.0134	15	18	0.0149	0.0185	2	2	0.0020	0.0021	0	0	0.0000	0.0000	0	344	0.0000	0.3535	360	0	0.3568	0.0000	0	1	0.0000	0.0010	226	202	0.2240	0.2076	4	0	0.0040	0.0000	0	1	0.0000	0.0010	1	3	0.0010	0.0031
